Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
5353,2059066.4783467664,6,1,571.4426873165562,1019.5459839097504,158.45697609775857,23.759271559693,95.2404478860927,56.314388089039774,1703.9830645156685,33.39572177541046,1019.5459839097504,636.521980834959,772.6747474922319,3.399598834526378,343177.74639112776,129194.22442814989,596513.7144347414,90.3779978861129,1637700.4571230372,272950.07618717285,136475.03809358642,545900.1523743457,10.615439675897738,1315138.7785724092,1315138.7785724092,526055.5114289637,2367249.8014303367,16.788364212477205,0,0.0,0.0,0.0,120,20,2.913941858165467,0.4856569763609111,15.408136965796952,1703.9830645156685,227.2840958894724,136.37045753368344,18596.90168794616,0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,238.648300683946,95.2404478860927,1019.5459839097504,120,0.0,0.0,0.0,0.0,0.0,0.0,6,571.4426873165562,1,1019.5459839097504,65535,29200,4,20,36051.40933646413,7210.281867292826,54077.1140046962,28841.127469171304,2529962.7269540043,505992.54539080086,3541947.817735606,1770973.908867803,0
80,60701.0912852613,5,4,455.0171692469007,423.22029902815166,213.69020286866152,9.294708969585944,91.00343384938012,43.33618296228998,223.52189224910848,52.54225981735773,105.80507475703791,73.96665717680207,14468.23194904068,148.26751561524677,7587.636410657663,5838.702908682731,19314.05384806081,88.05423675512787,48300.99580532734,9660.199161065468,4830.099580532734,19320.39832213093,25.57603561149678,52756.46240208524,13189.115600521309,5275.646240208524,23740.40808093836,20.61421787151908,0,0.0,0.0,0.0,100,80,82.37084200847042,65.89667360677635,11.011428776088138,223.52189224910848,97.58194091945026,58.54916455167015,3428.0046696985487,0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,102.46103796542278,91.00343384938012,105.80507475703791,100,0.0,0.0,0.0,0.0,0.0,0.0,5,455.0171692469007,4,423.22029902815166,29200,65535,3,32,67768.49288677413,13553.698577354826,101652.7393301612,54214.7943094193,12839.52222121194,2567.9044442423883,17975.331109696715,8987.665554848358,0
443,2922636.198045208,2,10,215.48836583307843,5383.182835692928,266.3397943015074,11.954486341065738,107.74418291653922,39.36652408324811,1105.061916781598,50.46594358823331,538.3182835692928,156.84303253228748,1915.623711658212,4.105882219629712,265694.1998222916,74404.97986342573,519556.3642728428,51.8897520873314,2636627.1631388124,1318313.5815694062,659156.7907847031,2636627.1631388124,41.27790887858058,2674495.370437687,267449.5370437687,106979.81481750747,481409.16667878366,1.8191891858357117,0,0.0,0.0,0.0,40,200,0.6843137032716187,3.4215685163580933,0.3531290134079223,1105.061916781598,466.5559334605005,279.9335600763003,78362.79805699163,0,0.0,0,0,0.0,0.0,0.0,0.0,5.0,489.8837301335256,107.74418291653922,538.3182835692928,40,0.0,0.0,0.0,0.0,0.0,0.0,2,215.48836583307843,10,5383.182835692928,8192,65535,0,20,85907.68206839015,17181.53641367803,128861.52310258524,68726.14565471212,21568.833267494847,4313.766653498969,30196.366574492786,15098.183287246393,0
80,846571.1343069116,42,28,19241.868351479832,8676.752679529767,824.651500777707,15.461640178737536,458.1397226542817,183.25588906171268,557.7912436840564,19.671296423960985,309.88402426892026,123.9536097075681,32978.47032531601,82.68649516063296,12269.146874013211,6134.573437006606,30672.86718503303,5.735437674691786,804242.577591566,19148.63279979919,9574.316399899595,38297.26559959838,6.830773090446742,677256.9074455294,24187.74669448319,9675.098677793276,43537.94405006975,9.059794493519227,0,0.0,0.0,0.0,840,560,49.61189709637977,33.07459806425318,5.111464321125138,824.651500777707,398.8374433001371,199.41872165006856,39767.826544547526,0,0.0,0,0,1.0,0.0,0.0,0.0,1.0,418.779315465144,458.1397226542817,309.88402426892026,840,0.0,0.0,0.0,0.0,0.0,0.0,42,19241.868351479832,28,8676.752679529767,29200,29200,40,32,8217.703940745212,1232.655591111782,10683.015122968776,5752.392758521648,297061.92148451705,44559.28822267756,386180.4979298722,207943.3450391619,1
8080,33673445.9886691,2114,3,81926.3812791926,15.42643904951455,69.75756211094924,5.228383068113542,38.754201172749575,15.501680469099831,9.255863429708729,11.67532005443341,5.142146349838183,2.056858539935273,2433.425071666708,62.868528534690434,15913.72683774532,7956.86341887266,39784.3170943633,6.920433521871195,31989773.689235643,15132.343277784126,7566.171638892063,30264.686555568253,7.505530476170347,26938756.79093528,8979585.596978426,3591834.2387913708,16163254.074561168,6.454562894710444,0,0.0,0.0,0.0,42280,60,62.779437563691815,0.0890909709986165,2.5057158464582905,69.75756211094924,38.70656954097407,19.35328477048704,374.5496314075655,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,40.64189801802278,38.754201172749575,5.142146349838183,42280,0.0,0.0,0.0,0.0,0.0,0.0,2114,81926.3812791926,3,15.42643904951455,256,0,2112,32,19142.431714096427,2871.364757114464,24885.16122832536,13399.702199867495,583803.2080164509,87570.48120246762,758944.1704213861,408662.2456115156,1
53,6619936.771118717,6,12,533.9090328785744,6720.734950183103,113.36805893138148,24.18138504337986,88.98483881309573,31.197321320309232,1060.7154408349695,36.26103817824129,560.061245848592,387.84629082630494,1095.8781380982434,2.719059202880897,389408.04535992455,104262.64209027417,1220286.257354399,79.88430175180261,5505808.464380493,917634.7440634156,458817.3720317078,1835269.4881268311,36.46333746878864,4372354.917709399,364362.90980911657,145745.16392364664,655853.2376564099,28.841976077283206,0,0.0,0.0,0.0,120,240,0.9063530676269658,1.8127061352539315,17.4943022095809,1060.7154408349695,403.0357768367599,241.8214661020559,58477.62146774777,0,0.0,0,0,1.0,0.0,0.0,0.0,2.0,423.1875656785979,88.98483881309573,560.061245848592,120,0.0,0.0,0.0,0.0,0.0,0.0,6,533.9090328785744,12,6720.734950183103,65535,29200,4,32,24975.086174041862,4995.017234808372,37462.62926106279,19980.06893923349,1653498.275007042,330699.6550014084,2314897.585009859,1157448.7925049297,0
443,1415371.2459804087,2,8,225.45119473678704,6633.4552954346855,189.3408203074174,20.0326817237536,112.72559736839352,14.497553840388248,1383.4444671935123,27.413500884668775,829.1819119293357,374.59641084491386,4846.012316309563,7.065284128386496,157263.47177560098,54215.88681882974,329635.74480706686,67.47677040144777,1019360.1971612616,509680.0985806307,254840.04929031536,1019360.1971612616,20.677008076696723,868420.796362082,108552.59954526024,43421.0398181041,195394.67918146847,8.863122382137867,0,0.0,0.0,0.0,40,160,1.413056825677299,5.652227302709196,16.400702924088726,1383.4444671935123,685.8906490171473,411.5343894102884,169360.55366729887,0,0.0,0,0,1.0,0.0,0.0,0.0,4.0,720.1851814680048,112.72559736839352,829.1819119293357,40,0.0,0.0,0.0,0.0,0.0,0.0,2,225.45119473678704,8,6633.4552954346855,8192,14600,0,20,13798.220502518145,2759.6441005036286,20697.330753777213,11038.576402014514,298107.3996583522,59621.479931670445,417350.359521693,208675.1797608465,0
443,3083926.226883794,8,2,1144.7239575042945,1233.1620426725942,332.20087923537204,23.04993000484751,143.09049468803678,29.49964613483252,963.9458905793532,31.31471581660996,616.5810213362971,268.79899564618825,771.0580037381969,3.242619720545218,342658.46965375496,131708.02537838602,600736.9818221545,73.16542551597463,2866097.619209084,358262.20240113547,179131.10120056773,716524.4048022709,20.279356823142244,2237895.586982233,1118947.7934911165,447579.1173964466,2014106.0282840095,2.176809031090969,0,0.0,0.0,0.0,160,40,2.5940957764361747,0.6485239441090437,6.171637802453942,963.9458905793532,237.78860001768885,142.67316001061332,20355.63058741407,0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,249.6780300185733,143.09049468803678,616.5810213362971,160,0.0,0.0,0.0,0.0,0.0,0.0,8,1144.7239575042945,2,1233.1620426725942,8192,65535,6,20,31107.66515655249,6221.5330313105,46661.49773482874,24886.132125242,662905.4329386558,132581.08658773117,928067.606114118,464033.8030570591,0
443,1144422.9071586742,5,5,525.3882664672169,2489.4536982610725,164.36916159469993,35.518957718535034,105.07765329344338,14.331462458111783,776.2541185559352,30.567087235186538,497.8907396522145,270.209404412729,2634.37750666265,8.738028518519947,127158.10079540825,84267.49803454951,198139.4808686598,22.28055204944248,895510.723584783,179102.1447169566,89551.0723584783,358204.2894339132,14.512124456494448,891944.4586320985,178388.8917264197,71355.55669056789,321100.0051075555,7.635615280152772,0,0.0,0.0,0.0,100,100,4.369014259259973,4.369014259259973,1.3376443847981112,776.2541185559352,301.48419647282896,180.89051788369736,32721.379460232238,0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,316.5584062964704,105.07765329344338,497.8907396522145,100,0.0,0.0,0.0,0.0,0.0,0.0,5,525.3882664672169,5,2489.4536982610725,29200,8192,3,32,9269.392270190368,1853.8784540380736,13904.088405285553,7415.513816152295,77719.00109568484,15543.800219136969,108806.60153395878,54403.30076697939,0
8080,3060563.199584715,24,47,8668.34652974063,9910.935062419145,650.1259897305472,7.832212294060545,361.1811054058595,144.4724421623438,379.56772579477575,14.52371313052511,210.87095877487545,84.34838350995017,6070.54335446521,23.198344673827982,43722.33142263879,21861.165711319398,109305.82855659696,5.860984454047751,2907535.039605479,121147.29331689495,60573.64665844749,242294.58663378996,6.821527692489915,2448450.559667772,52094.69275888877,20837.87710355551,93770.44696599978,6.3384909197836725,1,0.0,0.0,0.0,480,940,7.841693974251711,15.356650699576267,2.1773652046632943,650.1259897305472,261.68002242478553,130.84001121239277,17119.108534059065,0,0.0,0,0,1.0,0.0,0.0,0.0,2.0,274.7640235460248,361.1811054058595,210.87095877487545,480,0.0,0.0,0.0,0.0,0.0,0.0,24,8668.34652974063,47,9910.935062419145,29200,29200,22,20,34914.38726131423,5237.158089197134,45388.7034397085,24440.07108291996,783597.4739916694,117539.6210987504,1018676.7161891704,548518.2317941685,1
